index,name,duration,is_loop,is_best,playlist,playlist_2,playlist_3,id,thumbnail_url
15,"Rogueport - Sublevel Three",200210,True,True,"Paper World","","Nintendo Music Top Tracks","3fa114f6-2fdb-423e-a1f5-9b47859ef86b","https://image-assets.m.nintendo.com/b9a3465c-9646-4e33-b1f9-68e740f11645"
16,"Cutting It Pretty Close!",197105,True,False,"Goombella|X-Nauts","","","411470d0-eaa4-4d0d-82dc-08ff3dba57ea","https://image-assets.m.nintendo.com/de0ec55e-ff24-4d5d-8e9f-59a1593efb67"
17,"Goombella",290217,True,True,"Goombella|Papery Peers","","Nintendo Music Top Tracks","2f0e2480-2f23-45de-94ae-b1f4e55c23c6","https://image-assets.m.nintendo.com/599f0e4a-f1ad-469e-878b-26a60d0bdd7b"
18,"Professor Frankly",220160,True,True,"Papery Peers","","Nintendo Music Top Tracks","2620164c-85c3-4493-a14e-8ecdc787eed3","https://image-assets.m.nintendo.com/d6dee925-e80f-4e29-96c5-b18a17d4804f"
19,"Frankly, It's a Mystery",117379,True,False,"","","","e8e45f5b-95c5-4c2f-abe3-1d6c7f3a3cfe","https://image-assets.m.nintendo.com/f61e9956-9a70-483b-bd04-14ecb93822f4"
20,"Frankly and the Magical Map",68079,True,False,"","","","854b893c-996c-4b9a-9c8e-6a70f797e417","https://image-assets.m.nintendo.com/fe7599a8-adc6-420f-856e-7e7894d151e1"
21,"A Suspicious Black Chest",115063,True,False,"","","","c3f6ec21-6987-476b-8e66-a98eb7fb7930","https://image-assets.m.nintendo.com/8571b279-0e78-413e-845e-6fbc7a5cfba2"
22,"The Curse of the Suspicious Black Chest",154920,True,True,"Papery Peers","","Nintendo Music Top Tracks","34c73462-b1e2-4904-a61a-2780e0e0f5dc","https://image-assets.m.nintendo.com/14bb3689-d342-49fa-b7c6-d2e838aed5e2"
23,"Cooking with Zess T.",16172,False,False,"Papery Peers","","","20bd074b-7ce3-4937-b03c-6c4c8d37a917","https://image-assets.m.nintendo.com/0e7199eb-c6ca-4043-b5f3-f57545ae6288"
24,"Pianta Parlor",214885,True,False,"Paper World","","","f7131a04-6ff6-4c1e-b2e3-c07b67e5545e","https://image-assets.m.nintendo.com/08e4f0f6-c77b-4673-b1b3-477ae23717d6"
25,"Let the Pianta Parlor Minigames Begin!",82522,True,False,"","","","35b1b06b-25b9-4ba6-96a3-60c0cea63488","https://image-assets.m.nintendo.com/ef32cd4d-1263-44d0-a1fc-33f0ce982003"
26,"Pianta Parlor Minigame",109914,True,False,"","","","e08735fa-abaa-4e85-ae24-9e505290666d","https://image-assets.m.nintendo.com/19fc2145-8d34-47e0-8f81-b0723d6abc29"
27,"Grifty the Traveling Minstrel",164822,True,False,"Papery Peers","","","b13d5150-e0d2-48d5-87b5-771c00704ca0","https://image-assets.m.nintendo.com/bc617bb8-d8a2-4abf-8468-87c06a8eb8a9"
28,"Wonky Knows Stuff",140049,True,False,"Papery Peers","","","2a404a8f-fa84-4e80-b233-f9f006136574","https://image-assets.m.nintendo.com/d350c08e-cf65-498e-a520-3d124aa02ab8"
29,"Lumpy's Quest",131948,True,False,"Papery Peers","","","0b05180f-0219-4a45-be6c-465dc2505d6d","https://image-assets.m.nintendo.com/d2f22ecd-3206-400d-b3c7-be8500b1feca"
